id,source,url,title,published_ts,fetched_ts,body_excerpt,coins,created_at,updated_at
11,coindesk,https://www.cryptopolitan.com/berachain-refund-update-balancer-hack/,Berachain reports that nearly all funds lost in the Balancer-linked exploit have now been recovered,2025-11-11 20:00:32.000000 +00:00,2025-11-11 21:45:16.308409 +00:00,"Berachain Foundation has sent an update on X to its users affected by last week’s exploit. The foundation overseeing the blockchain reported near-total recovery of lost funds and shared its plan for user reimbursements. The platform halted operations earlier this month to contain the attack and said it will soon launch a claims page allowing depositors to reclaim their assets. https://t.co/mRXOtT6wMG — Berachain Foundation 🐻⛓ (@berachain) November 10, 2025 An exploit and a white-hat recovery Balancer V2’s Composable Stable Pools exploit , which also affected other chains, with as much as $128 million in losses across various chains, including Berachain’s decentralized exchange, BEX, which runs on a fork of Balancer V2’s codebase, lost around $12 million. The team responded by pausing all affected vaults and liquidity pools, suspending HONEY minting, and coordinating a network-wide emergency stop among validators. A white-hat actor that reportedly claimed to be behind the exploit contacted the foundation and offered to return the stolen funds. The hacker pre-signed transactions to return the assets to Berachain’s deployer address upon the chain’s restart, which resumed operations on November 4. The funds had been transferred back to the foundation’s wallet. Berachain also shared a detailed breakdown that shows the recovered assets: 5.7 million sUSDe, 2.15 million USDe, 3.2 million HONEY, and smaller amounts of wBERA, iBERA, wETH, and beraETH. Excluding minor discrepancies and white-hat-owned tokens that are still being processed, the recovery covers nearly the entire value affected by the exploit. Refund process and user verification Berachain shared a multi-tab spreadsheet in the same post on X . The spreadsheet includes affected addresses, token balances, and estimated recoveries across each pool category. It said that exploited pools would be placed in “emergency withdrawal mode” on Wednesday, November 12, to allow users to withdraw any remaining balances from BEX before claim redemptions begin. The claims page, which will facilitate the redistribution of recovered assets, is currently being reviewed for quality assurance and community. “To compute how much each user is entitled for redistribution, we identified each user’s percentage ownership of the pool before the exploit,” the team explained. “We then computed each user’s pro rata share of recovered funds based on that percentage and validated the result by cross-checking post-exploit ownership figures.” “We will keep running checks and collecting feedback regarding the distribution of recovered funds until the final recovery claim is live,” the foundation said, noting that some minor adjustments could occur as verifications continue. What’s next for Berachain? Berachain’s coordination with validators and its collaboration with security researchers and service providers such as LayerZero, RedStone, and Pyth can be said to have helped contain potential spillover effects. The chain was offline for roughly 30 hours before it was restarted, with no damage to consensus-layer operations or unrelated dApps, according to Berachain. Berachain Foundation stated in its post-mortem report that it will integrate Balancer’s forthcoming post-mortem patches, retire the compromised pool types, and conduct external audits before reactivating BEX. Join Bybit now and claim a $50 bonus in minutes",{},2025-11-11 21:45:16.308409 +00:00,2025-11-11 21:45:16.308409 +00:00
12,coindesk,https://ambcrypto.com/heres-why-blackrock-thinks-altcoin-etfs-are-totally-worthless/,Here’s why BlackRock thinks altcoin ETFs are ‘totally worthless’,2025-11-11 20:00:49.000000 +00:00,2025-11-11 21:45:16.310192 +00:00,BlackRock still hold $100B crypto despite the recent market correction,"{BTC,ETH,SOL}",2025-11-11 21:45:16.310192 +00:00,2025-11-11 21:45:16.310192 +00:00
13,coindesk,https://en.bitcoinsistemi.com/when-will-altcoins-finally-start-booming-market-maker-company-reveals-the-necessary-major-condition/,When Will Altcoins Finally Start Booming? Market Maker Company Reveals the Necessary Major Condition,2025-11-11 20:05:09.000000 +00:00,2025-11-11 21:45:16.312379 +00:00,"Cryptocurrency market maker Wintermute has published a comprehensive report shedding light on the current state of the market and altcoin dynamics. “Bitcoin and Ethereum Need to Take the Lead” According to the report, while positioning has largely reset, a broad-based rally on the altcoin side will require majors like Bitcoin and Ethereum to reclaim the lead. The firm also believes that upcoming regulatory and political headlines in the US will be the next volatility trigger. Wintermute noted a marked shift in the market tone this week, noting that “the dust has largely settled” following the harsh liquidations in October, with positions easing and a more balanced tone replacing the fragile tone. The report emphasizes that digital assets still lag behind other risk assets, noting that positive headlines are supporting risk appetite, albeit to a limited extent. Trump's $2,000 “stimulus” proposal, floated over the weekend, and expectations that the US government shutdown may be ending have reopened investors to selective risk-taking. Despite this, there hasn't yet been any significant momentum in crypto inflows. Bitcoin held between $105,000 and $107,000 throughout the week, while Ethereum hovered around $3,700. Despite outflows from ETFs, both major assets remained resilient. Altcoins, on the other hand, started the week with a rally but remained extremely volatile. Wintermute noted that only a few altcoins (FIL, AR, and a few others) showed strong performance, demonstrating the limited market breathing space. On the macro side, the picture is supportive: interest rate cuts are progressing, the balance sheet tightening (QT) is complete, and global easing efforts are underway. The rapid decline in the SOFR rate is a reflection of this. However, crypto is responding less effectively than other risk assets. The speculative layer has thinned, rallies are short-lived, and capital remains heavily concentrated in large assets. Related News: Historic Moment Has Arrived: XRP Spot ETF Will Soon Begin Trading - Here's the Date and Time Historical data shows that altcoin rallies typically begin when Bitcoin is trading near all-time highs. BTC is currently 16% below its peak. In this region, the probability of Bitcoin outperforming altcoins is 54%, rising to 58% as the price approaches $100,000. According to Wintermute, this explains why last week's surges for “dinosaur coins” like FIL, ICP, and FET appeared so fragile and quickly fizzled out. The report notes, however, that not all altcoins are completely lifeless. Decreasing regulatory uncertainty and expectations that the US domestic market could reopen have positioned some strong catalysts, such as HYPE, ENA, and UNI, better than the majors. However, the broader altcoin market still behaves like an options market: short-lived momentum spikes, trends that don't last, and moves that don't last long without directional confirmation from BTC. Wintermute describes the overall picture as a “reversal phase.” Positioning has cleared, sentiment has improved, and the market feels more balanced after a long period of volatility. The firm argues that “the next round of leadership should come from Bitcoin and Ethereum,” and that altcoins can only transition to a broad-based rally once BTC approaches its peaks. *This is not investment advice. Continue Reading: When Will Altcoins Finally Start Booming? Market Maker Company Reveals the Necessary Major Condition",{BTC},2025-11-11 21:45:16.312379 +00:00,2025-11-11 21:45:16.312379 +00:00
14,coindesk,https://timestabloid.com/finance-strategist-if-you-hold-xrp-i-have-news-for-you/,"Finance Strategist: If You Hold XRP, I Have News for You",2025-11-11 20:05:13.000000 +00:00,2025-11-11 21:45:16.314819 +00:00,"The crypto market stands at a critical turning point, and XRP is once again in the spotlight . After several weeks of indecision, the digital asset has reached a moment that could decide its next major move. In a recent YouTube video, Steph delivered an urgent update to the XRP community. “This is literally the moment of truth for crypto and for XRP. We are right now at a key turning point,” he said, warning that XRP’s next weekly close may define both its short-term and long-term trajectory. The Key Technical Level Steph focused his analysis on XRP’s weekly chart. He explained that the coin is currently trading around the 50-week simple moving average (SMA). This level, he said, lies between $2.54 and $2.56. He also corrected a chart label error, clarifying, “On the top left side of the screen, it says 200 SMA, but this should be the 50 SMA.” IF YOU HOLD #XRP I GOT NEWS FOR YOU!!!!!!!!!!! (urgent) Watch asap! https://t.co/QaKdrzJfLt pic.twitter.com/4Vq3p6DQE7 — STEPH IS CRYPTO (@Steph_iscrypto) November 10, 2025 According to Steph, this moving average has historically served as a powerful indicator of trend reversals. “Back in 2018, the moment XRP broke below this moving average with a weekly close, that was a bear market confirmation signal,” he explained. “Also in 2021, the moment we closed below was a bear market confirmation signal.” He stressed that the current setup mirrors those previous moments. “We broke below it and the weekly candle, which closed yesterday, actually closed below this moving average. So this is by no means anything bullish.” What XRP Needs for a Bullish Reversal Steph outlined exactly what would be required to shift the outlook back to bullish. “For me to confirm a bullish reversal or to invalidate any potential bearishness for XRP, we would need to see the weekly candle — so upcoming Sunday — close above this yellow line,” he said. This “yellow line” represents the 50-week SMA, which he views as XRP’s gateway to renewed momentum. “That is an important thing here in the macro,” Steph added, underscoring the importance of the coming weekly close. We are on X, follow us to connect with us :- @TimesTabloid1 — TimesTabloid (@TimesTabloid1) June 15, 2025 Liquidity and Short-Term Patterns Steph’s analysis also addressed the near-term picture. “It is clear that XRP is still seeing a lot of liquidity above us,” he observed. Most liquidity, according to his chart heatmap , is clustered near $2.80. “There is a little bit of liquidity building up below us as well, but the majority of the liquidity is above XRP’s current price,” he said. He believes XRP could form a double-bottom or “W-shaped” pattern on the 12-hour chart. “If we break this neckline, then yes, XRP price could head a lot higher,” Steph said. He placed this neckline at $2.56, noting it as the crucial level to watch in the short term. The Verdict Despite short-term optimism, Steph emphasized the need for caution. “If we break above, if we hold above with a weekly candle, then that is very bullish, and then I do expect continuation further to the upside,” he explained. However, he also warned that the market remains fragile. “I think there is a high probability for this, but I should also make you guys aware of the current facts… we are trading below the 50 simple week moving average. So pay attention to this.” In conclusion, for XRP holders, this week may prove decisive. The outcome of the next weekly close could determine whether XRP resumes its bullish momentum or confirms another bearish phase . As Steph aptly summarized, “This is the moment of truth for crypto and for XRP.” Disclaimer: This content is meant to inform and should not be considered financial advice. The views expressed in this article may include the author’s personal opinions and do not represent Times Tabloid’s opinion. Readers are advised to conduct thorough research before making any investment decisions. Any action taken by the reader is strictly at their own risk. Times Tabloid is not responsible for any financial losses. Follow us on Twitter , Facebook , Telegram , and Google News The post Finance Strategist: If You Hold XRP, I Have News for You appeared first on Times Tabloid .",{XRP},2025-11-11 21:45:16.314819 +00:00,2025-11-11 21:45:16.314819 +00:00
15,coindesk,https://en.coinotag.com/berachain-nears-full-honey-recovery-after-balancer-exploit/,Berachain Nears Full HONEY Recovery After Balancer Exploit,2025-11-11 20:05:15.000000 +00:00,2025-11-11 21:45:16.317239 +00:00,"Berachain exploit recovery has achieved near-total restitution of the $12 million lost in the recent Balancer V2 vulnerability, with the foundation coordinating white-hat returns and planning user reimbursements via a",{},2025-11-11 21:45:16.317239 +00:00,2025-11-11 21:45:16.317239 +00:00
16,coindesk,https://en.coinotag.com/blackrock-sees-most-altcoins-as-worthless-prioritizes-bitcoin-etfs/,"BlackRock Sees Most Altcoins as Worthless, Prioritizes Bitcoin ETFs",2025-11-11 20:07:08.000000 +00:00,2025-11-11 21:45:16.318861 +00:00,"BlackRock is avoiding the altcoin ETF rush, focusing solely on Bitcoin and Ethereum due to concerns over the long-term value of most altcoins like XRP and Solana. The firm holds","{BTC,ETH,SOL,USDC,XRP}",2025-11-11 21:45:16.318861 +00:00,2025-11-11 21:45:16.318861 +00:00
17,coindesk,https://decrypt.co/348216/megaeth-revokes-tokens-hedging-influencer-loses-1m,MegaETH Revokes $1 Million Token Sale Allotment After Influencer Posts Trading Plans,2025-11-11 20:08:09.000000 +00:00,2025-11-11 21:45:16.321519 +00:00,Crypto influencer IcoBeast had their $1 million MEGA token allocation revoked due to a social media post about hedging their bag.,{},2025-11-11 21:45:16.321519 +00:00,2025-11-11 21:45:16.321519 +00:00
18,coindesk,https://en.coinotag.com/xrp-advocate-john-deaton-announces-2026-us-senate-run-against-ed-markey/,XRP Advocate John Deaton Announces 2026 US Senate Run Against Ed Markey,2025-11-11 20:08:34.000000 +00:00,2025-11-11 21:45:16.323312 +00:00,"John Deaton, a prominent crypto advocate and lawyer supporting XRP holders, announced his Republican bid for the US Senate in 2026 to challenge incumbent Democrat Ed Markey in Massachusetts. Building",{XRP},2025-11-11 21:45:16.323312 +00:00,2025-11-11 21:45:16.323312 +00:00
19,coindesk,https://cryptopotato.com/us-senate-bill-could-officially-classify-xrp-as-a-commodity-under-cftc-oversight/,US Senate Bill Could Officially Classify XRP as a Commodity Under CFTC Oversight,2025-11-11 20:08:45.000000 +00:00,2025-11-11 21:45:16.325437 +00:00,"A new bipartisan discussion draft from the U.S. Senate Committee on Agriculture, released on November 10, proposes a clear regulatory framework for digital assets. The legislation could formally place XRP and other major cryptocurrencies under the oversight of the Commodity Futures Trading Commission (CFTC) as a commodity, a move that could have significant consequences for Ripple and the broader crypto market. A Path to Legal Clarity The proposed bill, developed by Chairman John Boozman (R-AR) and Senator Cory Booker (D-NJ), grants the CFTC new authority to regulate the “digital commodity” spot market. This establishes a separate regulatory lane from the Securities and Exchange Commission (SEC), which would maintain jurisdiction over securities. For XRP, this classification would codify a legal distinction that was at the heart of Ripple’s long-running dispute with the SEC. The community was quick to connect the legislative dots, with commentator Arthur highlighting the direct implications for the world’s fourth-largest cryptocurrency by market cap. “The question was simple: is XRP a security or a commodity? A judge already ruled in Ripple’s favor in 2023. Now, Congress is basically turning that decision into law,” he stated. He further argued that XRP’s function for payments and settlements makes it a utility asset, not an investment contract, solidifying its case as a commodity. The potential outcomes, as he outlined, include full U.S. legal clarity, the ability for American exchanges to list XRP without hesitation, and smoother institutional adoption through products like Ripple Prime. The draft legislation also includes protections for self-custody, affirming an individual’s right to hold and transact digital assets directly without an intermediary. It also clarifies that software developers and blockchain infrastructure providers, such as those running nodes, should not be treated as financial institutions solely for their non-custodial roles. Market Context and Future Prospects This regulatory development is coming at a pivotal moment for XRP. According to a recent CoinShares report, while digital asset investment products bled over $1 billion last week, XRP was a rare exception. It attracted $28.2 million in inflows, bucking the negative trend that saw major assets like Bitcoin (BTC) and Ethereum (ETH) experience significant outflows. At the same time, the market is anticipating the launch of the first spot XRP ETFs. Five such funds were recently added to the Depository Trust & Clearing Corporation’s (DTCC) active roster, a final step before they can begin trading. With the recent end of the U.S. government shutdown, regulatory agencies are resuming normal operations, clearing the path for these products to go live. While the Senate draft is a preliminary step and requires further negotiation and passage, it represents the most concrete legislative effort to date to resolve the question of asset classification. Market watchers like Arthur believe the combination of potential regulatory clarity, institutional investment interest evidenced by recent inflows, and the imminent launch of spot ETFs creates a powerful narrative for XRP. The post US Senate Bill Could Officially Classify XRP as a Commodity Under CFTC Oversight appeared first on CryptoPotato .",{XRP},2025-11-11 21:45:16.325437 +00:00,2025-11-11 21:45:16.325437 +00:00
20,coindesk,https://bitcoinworld.co.in/softbank-nvidia-sale-ai-investment/,Shocking $5.8 Billion Move: SoftBank Dumps Nvidia to Bet Everything on AI Revolution,2025-11-11 20:10:10.000000 +00:00,2025-11-11 21:45:16.327723 +00:00,"BitcoinWorld Shocking $5.8 Billion Move: SoftBank Dumps Nvidia to Bet Everything on AI Revolution In a stunning development that sent shockwaves through financial markets, SoftBank has liquidated its entire $5.8 billion Nvidia position, marking one of the most significant portfolio shifts in recent memory. This bold move by Masayoshi Son represents a massive bet on artificial intelligence and has immediate implications for cryptocurrency and technology investors worldwide. Why SoftBank’s Nvidia Exit Matters for Investors The timing of SoftBank’s Nvidia sale couldn’t be more strategic. At approximately $181.58 per share, the company exited just 14% below Nvidia’s all-time high of $212.19. This precision timing demonstrates SoftBank’s sophisticated market positioning and raises crucial questions about where smart money is flowing in the evolving technology landscape. Masayoshi Son’s High-Stakes Investment History Masayoshi Son has built his reputation on billion-dollar gambles that either create legendary returns or spectacular losses. Understanding his track record provides context for this latest Nvidia move: Alibaba Miracle: $20 million investment in 2000 grew to $150 billion by 2020 Dot-com Disaster: Personal loss of $70 billion during the 2000 tech crash WeWork Catastrophe: $11.5 billion equity loss plus $2.2 billion in debt Vision Fund Challenges: Mixed results from $100 billion investment fund The AI Investment Strategy Behind the Nvidia Sale SoftBank isn’t simply cashing out – they’re redeploying capital toward ambitious AI projects that could redefine multiple industries. The $5.8 billion from Nvidia shares will fuel: Investment Target Estimated Commitment Potential Impact OpenAI Partnership $30 billion Advanced AI model development Arizona AI Manufacturing Hub Participation in $1 trillion project AI infrastructure and hardware Other AI Startups Remaining capital Early-stage AI innovation Market Reaction and Cryptocurrency Implications Following the disclosure, Nvidia shares dropped nearly 3%, demonstrating the market-moving power of SoftBank’s decisions. For cryptocurrency investors, this signals several important trends: Institutional capital continues shifting from traditional tech to AI infrastructure Major players are making concentrated bets rather than diversified portfolios The line between AI and cryptocurrency investments continues to blur Volatility in tech stocks may increase as large positions get repositioned Learning from SoftBank’s Previous Nvidia Mistake This isn’t SoftBank’s first complete exit from Nvidia. In 2019, the company sold a $4 billion stake for $3.6 billion – shares that would now be worth more than $150 billion. This historical context makes the current sale particularly intriguing and suggests SoftBank has learned from past timing errors. FAQs: Understanding the SoftBank Nvidia Move Who is Masayoshi Son? Masayoshi Son is the founder and CEO of SoftBank Group , known for his high-risk investment strategy and visionary approach to technology investing. What is Nvidia’s current market position? Nvidia remains the dominant player in AI chip manufacturing, though competition from AMD and custom silicon solutions is increasing. How does this affect cryptocurrency markets? Large institutional moves between traditional tech and AI investments often signal broader capital flows that can impact cryptocurrency valuations and investor sentiment. What is SoftBank’s Vision Fund? The Vision Fund is SoftBank’s $100 billion technology investment vehicle that has backed companies like Uber, WeWork, and numerous AI startups. Where is the $5.8 billion being reinvested? Primary targets include OpenAI partnerships and a massive AI manufacturing hub in Arizona, representing SoftBank’s conviction in the AI revolution. Conclusion: A Defining Moment in Tech Investment Strategy SoftBank’s complete exit from Nvidia represents more than just a portfolio adjustment – it’s a statement about the future of technology investing. Masayoshi Son is betting that the real value creation in the coming decade will happen in pure AI plays rather than the hardware enabling it. For cryptocurrency and technology investors, this move offers valuable insights into how sophisticated capital allocators are positioning for the AI-dominated future. To learn more about the latest AI market trends, explore our article on key developments shaping AI institutional adoption and investment strategies. This post Shocking $5.8 Billion Move: SoftBank Dumps Nvidia to Bet Everything on AI Revolution first appeared on BitcoinWorld .",{},2025-11-11 21:45:16.327723 +00:00,2025-11-11 21:45:16.327723 +00:00
21,coindesk,https://www.investing.com/news/cryptocurrency-news/china-accuses-us-of-orchestrating-13-billion-bitcoin-theft-4349632,China accuses US of orchestrating $13 billion Bitcoin theft,2025-11-11 20:12:43.000000 +00:00,2025-11-11 21:45:16.329481 +00:00,"",{BTC},2025-11-11 21:45:16.329481 +00:00,2025-11-11 21:45:16.329481 +00:00
22,coindesk,https://www.cryptopolitan.com/bitcoin-price-prediction/,Bitcoin price prediction 2025-2031: Will BTC hit $150k soon?,2025-11-11 20:13:46.000000 +00:00,2025-11-11 21:45:16.331661 +00:00,"Key takeaways: Bitcoin price faces volatility around $103K. Our Bitcoin price prediction expects BTC’s price to reach $160K by the end of 2025 due to the bullish sentiment following the halving event. By 2031, BTC might touch $350,548 following increased institutional adoption. Since the beginning of 2024, Bitcoin’s price has doubled, but it has seen a notable 45% increase in just the two weeks following the presidential election. This boost has solidified Bitcoin’s role in the so-called “Trump trade,” with the president-elect’s positive stance on the cryptocurrency industry fueling investor optimism about this emerging asset class. As Bitcoin’s on-chain activities surge, questions arise, such as: “Does Bitcoin have the potential to hold above the $100K mark?” or “Will Bitcoin go up?” or “Where will Bitcoin be in 5 years?” Let’s answer them using our Bitcoin price prediction. Overview Cryptocurrency Bitcoin Ticker BTC Price $103,106 (-2.2%) Market capitalization $2.11 Trillion Trading volume (24-hour) $42.13 Billion (+18.9%) Circulating supply 19.87 Million BTC All-time high $124,457; August 14, 2025 All-time low $0.04865; Jul 15, 2010 24-hour high $103,600 24-hour low $102,856 Bitcoin price prediction: Technical analysis Metric Value Current Price $103,106 Price Prediction $ 115,541 (+14.44%) Fear & Greed Index 37 (Fear) Sentiment Bearish Volatility 4.71% (Medium) Green Days 16/30 (53%) 50-Day SMA $ 114,247 200-Day SMA $ 105,861 14-Day RSI 46.37 (Neutral) Bitcoin price analysis TL;DR Breakdown: BTC price analysis shows that Bitcoin drops below $104K Resistance for BTC is at $106,990 Support for BTC/USD is at $98,723 The BTC price analysis for 11 November confirms that BTC faces a surge in bearish volatility as the price declines below $104K. Currently, the price is aiming for a consolidation within a bearish channel. BTC price analysis 1-day chart: Bitcoin faces strong bearish pressure Analyzing the daily Bitcoin price chart, we see that Bitcoin faces bearish pressure as it dropped below $104K. Currently, the BTC price is facing selling domination around immediate resistance channels. The 24-hour volume has surged to $2.54B, showing a surge in trading interest today. BTC is trading at $103,106, declining by over 2.24% in the last 24 hours. BTCUSD Chart by TradingView The RSI-14 trend line has dropped from its previous level and trades at 41, hinting that a bearish correction is on the edge. The SMA-14 level suggests volatility in the next few hours. BTC/USD 4-hour price chart: Buying domination rises around EMA trend lines The 4-hour Bitcoin price chart suggests that bears are strengthening their position to hold the price below the EMA trend lines. Currently, buyers are aiming for a trend continuation above $105K. BTCUSD Chart by TradingView The BoP indicator trades in a negative region at 0.16, showing that short-term sellers are taking a chance to accelerate a downward trend. However, the MACD indicator has formed green candles above the signal line, and the indicator aims for positive momentum, strengthening long-position holders’ confidence. Bitcoin technical indicators: Levels and action Daily simple moving average (SMA) Period Value Action SMA 3 $ 108,895 SELL SMA 5 $ 110,598 SELL SMA 10 $ 112,500 SELL SMA 21 $ 111,600 SELL SMA 50 $ 114,247 SELL SMA 100 $ 114,189 SELL SMA 200 $ 105,861 BUY Daily exponential moving average (EMA) Period Value Action EMA 3 $ 112,234 SELL EMA 5 $ 112,599 SELL EMA 10 $ 112,609 SELL EMA 21 $ 113,140 SELL EMA 50 $ 113,587 SELL EMA 100 $ 111,013 SELL EMA 200 $ 104,605 BUY What to expect from BTC price analysis next? The hourly price chart confirms that Bitcoin is attempting to drop below the immediate support line; however, bulls are eyeing a recovery rally in the coming hours. If BTC’s price holds momentum above $106,990, it will fuel a bullish rally to $111,048. BTCUSD Chart by TradingView If bulls fail to initiate a surge, the BTC price may drop below the immediate support line at $98,723, beginning a bearish trend to $95,593. Is Bitcoin a good investment? The rising institutional demand for Bitcoin etfs makes it a good investment option in the crypto market. However, Bitcoin has a short investment history filled with very volatile market value. Whether it is a good investment depends on your financial profile, investment portfolio, risk tolerance, and investment goals. It is suggested to conduct investment advice of the financial markets and understand the financial system risks. Why is Bitcoin down today? Bitcoin faced a surge in selling demand as buyers failed to push the price above Fib levels. Will the BTC price reach $100K? Bitcoin price broke its much-anticipated mark of $100K, aiming for a new ATH. The price currently prepares to maintain its buying demand above $100K. Will BTC reach $1 million? $1 million is a significant milestone for the BTC price. However, it is achievable if Bitcoin continues to attract institutional interest in the coming years. Is Bitcoin a good long-term investment? As several institutions continue to accumulate BTC and Bitcoin faces a rise in global recognition, Bitcoin has a solid long-term future. Recent news/opinions on BTC As reported by Cryptopolitan , miners sent a total of 210K BTC to exchanges in October, while the past week saw 122,000 coins flow into Binance. Bitcoin price prediction November 2025 Bitcoin’s price dropped toward $103K due to the market crash in October. However, it is now facing heavy accumulation, which could mean we’ll see a peak around November 2025. Bitcoin’s price might attempt to maintain an average price of $111,000 and be pushed further, at least $118,000 if strong downward pressures are not seen. However, we might see a rejection on the bearish side, leading to a consolidation at around $105,000. Bitcoin Price Prediction Potential Low Potential Average Potential High Bitcoin Price Prediction November 2025 $105,000 $111,000 $118,000 Bitcoin price prediction 2025 Historically, Bitcoin has been a significant crypto coin in the year following a halving, and it is expected to push up its price. Bitcoin miners might play a crucial role in holding bullish sentiment for future price movements. Spot Bitcoin ETFs are projected to be a key driver of Bitcoin prices and the broader cryptocurrency market in 2025. As a result, Bitcoin’s trajectory might follow a bullish trend ahead with rising treasury term premium. Furthermore, there is an increasing bullish sentiment that the base interest rates could be cut in the US, and thus, help to further the upward movement of Bitcoin . An outcome of which the 2025 year could be positive for Bitcoin, with its crypto-price perhaps touching $160,000 at the highest and the low could be around $68,000. Bitcoin Price Prediction Potential Low Potential Average Potential High Bitcoin Price Prediction 2025 $68,000 $120,000 $160,000 Bitcoin Price Predictions 2026-2031 Year Minimum Price Average Price Maximum Price 2026 $115,000 $130,000 $185,000 2027 $140,491 $170,100 $216,738 2028 $164,063 $185,068 $244,142 2029 $195,629 $200,312 $255,321 2030 $225,903 $248,568 $270,593 2031 $285,058 $303,555 $350,548 Bitcoin price prediction 2026 Bitcoin might witness slow growth after 2025’s halving surge, resulting in a surge in selling pressure. However, more financial products including a surge in ETF flows might hold BTC prices within a bullish region. The digital assets market sentiment shows bullish signals for Bitcoin hit new highs. As the overall sentiment gives a bullish outlook, one should research more about Bitcoin before investing. We might see a maximum price of $185,000, with a minimum price of $115,000 and average price of $130,000. However, BitMEX CEO Arthur Hayes predicted the BTC price to touch $700K in 2026. Bitcoin price prediction 2027 Based on a detailed technical analysis of past Bitcoin price data, it is projected that in 2027, Bitcoin could see a minimum price of $140,491. The potential maximum price is estimated to be $216,738, with an average value of $170,100. Bitcoin price prediction 2028 By 2028, Bitcoin’s price is expected to reach a low of $164,063. Maximum price projections are as high as $244,142, averaging about $185,068 for the year. Bitcoin price forecast 2029 Projections for 2029 suggest that Bitcoin could be valued at a minimum of $195,629. The price may peak at as much as $255,321, with an average throughout the year expected to be around $200,312. Bitcoin (BTC) price prediction 2030 The forecast for 2030 suggests that Bitcoin’s price could start at a minimum of $225,903 and potentially rise to a maximum of $270,593. The average price is anticipated to stabilize at about $248,568 throughout the year. Bitcoin price prediction 2031 The forecast for 2030 suggests that Bitcoin’s price could start at a minimum of $285,058 and potentially rise to a maximum of $350,548. The average price is anticipated to stabilize at about $303,555 throughout the year. BTC price predictions Bitcoin Market Price Prediction: Analysts’ BTC Price Forecast Firm Name 2025 2026 Gov.Capital $118,300 $161,352 DigitalCoinPrice $135,487 $155,444 TradingBeasts $107,544 $154,235 CoinCodex predicts Bitcoin’s price could reach $158,827 by 2025, using the Bitcoin Rainbow Chart based on past volatility and the cyclical nature of Bitcoin Halving events. Cathie Wood of Ark Invest forecasts Bitcoin may hit $600,000 by 2030, with a potential rise to $1.5 million in her bull case scenario after Bitcoin ETF approval (Bitcoin exchange traded funds). Cryptopolitan’s Bitcoin (BTC) Price Prediction A surge in bitcoin adoption and the expansion of the Bitcoin ecosystem might end the controversy of “Bitcoin bubble” in future. This might boost the Bitcoin cost and strengthen the Bitcoin network. At Cryptopolitan, we are bullish on Bitcoin’s future price as the historical market sentiment is extremely impressive. By the end of 2025, Bitcoin might record a maximum of $160,000, with a minimum price of $68,000 and an average price of $120,000. However, Bitcoin’s future market potential entirely depends on its buying demand, regulation, and investor sentiment regarding long-term holdings. Crypto analysts provide a positive sentiment as macroeconomic trends turn promising. We expect Bitcoin price to surpass a high of $216,000 by the end of 2027. Bitcoin historic price sentiment BTC price history: Coinmarketcap Satoshi Nakamoto created Bitcoin in 2009, marking the first use of blockchain technology. Bitcoin was initially of little value, gaining significant traction and hitting over $15,000 during the 2017 boom, with further highs reached in 2019 and 2021. In 2021, Bitcoin peaked at $68,789.63 but dropped to $15,760 by December 2022 amid economic pressures, including inflation and geopolitical conflicts. By April 10, 2023, Bitcoin’s price surged 83%, breaking the $30,000 resistance level. Throughout mid-2023, Bitcoin’s value hovered around $30,000, nearly reaching $32,000 due to positive market sentiments and potential ETF approvals. Bitcoin experienced a significant price drop in mid-August 2023, falling to $25,000. However, its prices remained volatile, fluctuating between $26,000 and $29,500 in October. Bitcoin closed 2023 above $42,000, a 155% increase from the year’s start. In early 2024, Bitcoin rose above $45,000 on ETF anticipation but briefly dipped below $40,000 after approvals. It broke its 2021 all-time high in March, reaching $73,750.07 on March 14, before dropping below $60,000 in April. May saw another surge above $70,000, while June and July brought heavy fluctuations between $70K and $55K. Bitcoin rallied to $66K in September after a Fed rate cut, climbed to $70K in October’s Uptober rally, and surged toward $108K following Donald Trump’s victory in the November US elections. BTC ended 2024 consolidating below $95K. At the start of January 2025, BTC was trading between $92,788.13 and $95,824.39. However, it formed an ATH at $109,114 on January 20. In the weeks of February, the price of BTC dropped heavily as it dropped toward the $78K low. In March, the price of Bitcoin declined heavily and dropped toward a low of $76.6K. In April, the price of Bitcoin started recovering. By the end of April, it neared the critical $95K zone. In May, Bitcoin price skyrocketed and it formed a new ATH at $111,970. However, the price declined later, toward $104K. By the end of June, BTC price reclaimed the $108K level. In July, BTC price triggered a surge toward $123K; however, it faced strong selling pressure later. In mid-August, the price of Bitcoin surged above $124K. However, the price failed to maintain its momentum as it dropped below $110K in early-September. By the end of September, the price of Bitcoin dropped further and touched a low around $108K. In October, the price of Bitcoin crashed heavily below $110K.","{BTC,UNI}",2025-11-11 21:45:16.331661 +00:00,2025-11-11 21:45:16.331661 +00:00
